Artikelnummer;Bezeichnung1;Bezeichnung2;EANNummer;Gewicht;GewichtLME;USER_AABreite;USER_AAHoehe;USER_AATiefe;USER_AFBreite;USER_AFGewicht;USER_AFHoehe;USER_AFLaenge;USER_AFVolumen;USER_AI;USER_AIBreite;USER_AIHoehe;USER_AILaenge;USER_EANNummerVerp;USER_EANNummerVerp2;USER_Farbe;USER_GewVE1;USER_GewVE2;USER_MatZusammensetzung;USER_Material;USER_PHArtikel115Pal;USER_ULBreite;USER_ULGewicht;USER_ULHoehe;USER_ULLaenge;Verkaufsmengeneinheit;Warennummer;FEFCO_Code
941102410;"20l Beutel für Bag-in-Box, 600x500mm (AM)";"transparent, 300 St. / Box";4250414142438;0.079;0.09;50;;60;;25;;;300;;48;;58;;;;;;;"Innen: 50µ LLDPE, Außen: 70/6/1 EVOH";2400;;;;;Stck.;39232100;
942103005;"Faltkarton für 6er Flaschen, 305x212x368mm";"braun, 15 St. gebündelt";4250414138356;0.597;0.6;22.4;40.4;31.7;53;8.9555;12;81.5;15;;21.2;36.8;30.5;4250414138363;;;;;"135 KL / 80Ws / 90WS / 135 WS / 135 TL";"2.40bc N1";300;;;;;Stck.;48191000;Fefco0203
942103010;"Faltkarton für 2er Flaschen, 204x108x368mm";"braun, 15 St. gebündelt";4250414138318;0.273;0.273;12;40.4;21.6;32.6;0.273;18;59.8;1;;10.8;36.8;20.4;;;;;;"135 Kl / 80 Ws / 90 Ws / 135 Ws / 135 TL";"2.40bc N1";600;32;2.73;10;60;Stck.;48191000;
942103105;"Faltkarton für 9er Flaschen, 316x305x368mm";"braun, 15 St. gebündelt";4250414138370;0.866;0.866;31.7;38.9;32.8;63.5;0.866;12;100;1;;30.5;36.8;31.6;4250414138387;;;;;"135 KL / 80 Ws / 90 Ws / 135 WS / 135 TL";"2.40bc N1";300;;;;;Stck.;48191000;"Fefco 0203"
942103205;"Faltkarton für 12er Flaschen, 420x305x368mm";"braun, 15 St. gebündelt";4250414138394;1.005;1.005;31.7;40.4;43.2;73.9;1.005;12;99.8;1;;30.5;37.4;42;4250414138400;;;;;"135 KL / 80 Ws / 90Ws / 135 WS / 135 TL";"2.40bc N1";150;;;;;Stck.;48191000;
942103210;"Faltkarton für 4er Flaschen, 212x204x368mm";"braun, 15 St. gebündelt";4250414138332;0.474;0.474;21.6;38.9;22.4;43;0.474;12;79.6;1;;20.4;36.8;21.2;;;;;;"135 KL / 80 Ws / 90 WS / 135 WS / 135 TL ";"2.40bc N1";450;;;;;Stck.;48191000;"FEFCO 0203"
942103305;"Faltkarton für 15er Flaschen, 524x305x368mm";"braun, 15 St. gebündelt";4250414139391;1.14;1.14;31.7;40.4;53.6;84.3;1.14;18;99.8;1;;30.5;36.8;42;4250414138400;;;17100;;"135 KL / 80 Ws / 90 Ws / 135 WS / 135 TL";"2.40bc N1";150;;;;;Stck.;48191000;
942103405;"Faltkarton für 18er Flaschen, 628x305x368mm";"braun, 15 St. gebündelt";4250414139414;1.28;1.28;31.7;40.4;64;94.7;1.28;18;99.8;1;;30.5;36.8;62.8;;;;;;"135 KL / 80 Ws / 90 Ws / 135 WS / 135 TL";"2.40bc N1";150;;;;;Stck.;48191000;Fefco0203
942104010;"Faltkarton f. 3er Bierflaschen, 255x88x288mm ";"braun, 15 St. geb., Bierkarton";4250414141998;0.257;0.257;110;369;305;36;;17.5;48.5;;;10.8;36.8;30.5;;;braun;;;"175 KL braun / 80 WS / 90 WS / 135 WS / 140 KLS braun";"2.50bc N1";900;;2.57;;;Stck.;48191000;"Fefco 0203"
942104020;"Faltkarton f. 6er Bierflaschen, 255x175x294mm";"braun, 15 St. geb., Bierkarton";4250414142001;0.457;0.457;110;369;305;44.5;0;17.5;66.5;15;;10.8;36.8;30.5;;;braun;;;"175 KL braun / 80 WS / 90 WS / 135 WS / 175 KL braun";"2.60bc N1";600;;4.57;;;Stck.;48191000;"Fefco 0203"
942104030;"Faltkarton f. 9er Bierflaschen, 265x255x288mm";"braun, 15 St. geb., Bierkarton";4250414142018;0.582;0.582;110;369;305;53.5;0;17.5;82;15;;10.8;36.8;30.5;;;braun;;;"140 KLS braun / 80 WS / 90 WS / 115 WS / 135 TL braun";"2.40bc KLS N2";300;;5.82;;;Stck.;48191000;"Fefco 0203"
942104040;"Faltkarton f. 12er Bierflaschen, 353x255x288mm";"braun, 15 St. geb., Bierkarton";4250414142025;0.675;0.675;110;369;305;62.5;;17.5;82;;;10.8;36.8;30.5;;;braun;;;"140 KLS braun / 80 WS / 90 WS / 115 WS / 135 TL braun";"2.40bc KLS N2";300;;6.75;;;Stck.;48191000;"Fefco 0203"
942104050;"Faltkarton f. 15er Bierflaschen, 440x255x288mm";"braun, 15 St. geb., Bierkarton";4250414142032;0.767;0.767;110;369;305;71;0;17.5;82;15;;10.8;36.8;30.5;;;braun;;;"140 KLS braun / 80 WS / 90 WS / 115 WS / 135 TL braun";"2.40bc KLS N2";300;;7.67;;;Stck.;48191000;"Fefco 0203"
942104060;"Faltkarton f. 18er Bierflaschen, 528x255x288mm";"braun, 15 St. geb., Bierkarton";4250414142049;0.946;0.946;110;369;305;80;0;17.5;82;15;;10.8;36.8;30.5;;;braun;;;"175 KL braun / 80 WS / 90 WS / 135 WS / 140 KLS braun";"2.50bc N1";150;;9.46;;;Stck.;48191000;"Fefco 0203"
942104070;"Faltkarton f. 24er Bierflaschen, 510x353x288mm";"braun, lose, Bierkarton";4250414142056;1.548;1.548;110;369;305;80;0;17.5;82;1;;10.8;36.8;30.5;;;braun;;;"175 KL braun / 135 WS / 115 WS / 140 ProMedium Spez. / 175 KL braun";"2.70bc N1";150;;15.48;;;Stck.;48191000;"Fefco 0203"
942104080;"Bierfasskarton, 228x228x271mm ";"braun, 15 St. geb., 5l Fass";4250414142599;0.338;0.338;;;;47;5.07;17.1;52.1;15;;;;;4250414142605;;;;;"135KL / 80WS / 90WS / 135WS / 135TL";"2.40bc N1";600;;;;;Stck.;48191000;"Fefco 0201"
942115020;"Teleskophülle 2-wellig, 112x112x1050mm";"10 Stück im Bündel";4250414113100;0.415;0.415;11.9;106.4;11.9;23.2;4.15;9.5;130;20;;11.2;105;11.2;4250414113117;;braun;;;"135 KL / 115 WS / 90 WS /90 WS / 135 TL";"2.40be T9";330;;;;;Stck.;48191000;
942115210;"Versandhülse quadr., teleskopierbar bis 1600mm";"105x105x630mm, 10 St. geb.";4250414113209;0.167;0.167;10.5;63;10.5;21.5;1.67;5.5;84.5;10;;;;;4250414113216;;braun;;;"140 KLS / 115 WS / 135 TL";"1.30b KLS N7";950;;;;;Stck.;48191000;
942115310;"Versandhülse quadr., teleskopierbar bis 1850mm";"105x105x870mm, 10 St. geb.";4250414113223;0.208;0.208;10.5;87;10.5;21.5;2.08;6.5;108.5;10;;;;;4250414113230;;braun;;;"140 KLS / 115 WS / 135 TL";"1.30b KLS N7";760;;;;;Stck.;48191000;
942183005;"Faltkarton für 6er Flaschen, 305x212x368mm";"braun, 20 St. geb., ECOline ";4250414140861;0.478;0.478;;;;52.5;9.56;15.6;80.8;20;;21.2;37.4;30.5;;;;;;"120 KLS / 80 WS / 90  Ws / 80 WS / 115 TL";"2.30 be KLS N2";440;;;;;Stck.;48191000;"Fefco 0203"
942183105;"Faltkarton für 9er Flaschen, 316x305x368mm";"braun, Lose, ECOline";4250414140878;0.7;0.7;;;;63.5;0.7;1.2;99.8;1;;30.5;36.8;31.6;;;;;;"115 TL / 80 Ws / 90 WS / 90 WS / 90 TL";"2.03 bc N2";300;;;;;Stck.;48191000;
942183205;"Faltkarton für 12er Flaschen, 420x305x368mm";"braun, Lose, ECOline ";;0.815;0.815;;;;73.9;0.815;1.2;99.8;1;;30.5;36.8;42;;;;;;"115 TL / 80 WS / 90 Ws / 90 WS / 90TL";"2.03 bc N2";150;;;;;Stck.;48191000;
942183305;"Faltkarton für 15er Flaschen, 524x305x368mm";"braun, Lose, ECOline";4250414140847;0.99;0.99;;;;84.3;0.99;1.2;99.8;1;;30.5;36.8;52.4;;;;;;"120 KLs / 80 WS / 90Ws / 90 Ws / 115 TL";"2.30bc KLS N2";150;;;;;Stck.;48191000;
942183405;"Faltkarton für 18er Flaschen, 628x305x368mm";"braun, Lose, ECOline ";4250414140854;1.11;1.11;;;;94.7;1.11;1.2;99.8;1;;30.5;36.8;62.8;;;;;;"120 KLS / 80 Ws / 90 Ws / 90 Ws / 115 TL";"2.30bc KLS N2";150;;;;;Stck.;48191000;
942210010;"Stanzzuschnitt, 2er Einlage, f. Flaschenkartons";"braun, 786x360mm, 10 St. geb.";4250414139025;0.188;0.188;;;;36;0.188;6;78.6;1;;;;0;;;;;;"135 KL / 80 WS / 90 WS / 135 WS / 135 TL";"2.40bc N1";900;;;;;Stck.;48191000;"Fefco 0500"
942210110;"Stanzzuschnitt, 3er Einlage, f. Flaschenkartons";"braun, 1161x360mm, 15 St. geb.";4250414139032;0.278;0.278;;;;36;0.278;6;116.5;1;;;;0;;;;;;"135 KL / 80 WS / 90 WS / 135 WS / 135 TL";"2.40bc N1";600;;;;;Stck.;48191000;"Fefco 0500"
942210210;"Stanzzuschnitt, 3er Automatik-Einlage,";"für Flaschenkartons, 1233x365mm";4250414139476;0.299;0.299;30.3;10.4;36.5;36.5;0.299;1;58.5;1;;;;0;;;;;;"135 KL / 80 WS / 90 WS / 135 WS / 135 TL";"2.40bc N1";640;;;;;Stck.;48191000;"Fefco 0500"
942210710;"Stanzzuschnitt, 3er Einlage f. Bierkartons";"braun, ungebündelt, 969x280mm";4250414141981;0.175;0.175;;;;28;0.175;5.7;97;1;;;;0;;;;;;"140 KLS braun / 80 WS / 90 WS / 115 WS / 135 TL braun";"2.40bc KLS N2 ";900;;;;;Stck.;48191000;"Fefco 0500"
942210810;"Stanzzuschnitt, 3er Einlage f. GIN-Verpackung";"braun, lose auf Palette, 1245x275mm";4250414143152;0.228;0.228;;;;27.5;;0.5;124.5;;;;;;;;;;;"135 KL braun / 80 WS / 90 WS / 135 WS / 135 TL braun";"2.40bc N1";600;;;;;Stck.;48191000;"Fefco 0500"
942280110;"Stanzzuschnitt, 3er Einlage f. Flaschen";"braun, Lose, 1161x360mm, ECOline";4250414140885;0.226;0.226;;;;36;0.226;0.6;116.1;1;;;;0;;;;;;"115 TL  / 80 WS / 90 WS / 90 WS / 90 TL";"2.03 bc N2";600;;;;;Stck.;48191000;"Fefco 0500"
945102010;"Stanzzuschnitt, Einlage für 5l Bierfass";"braun, ungebündelt, 900x225mm";4250414142612;0.173;0.173;;;;22.5;;;90;;;;;;;;;;;"175KL / 135WS / 115WS / 140PMS / 175KL";"2.70bc N1";1200;;;;;Stck.;48191000;"Fefco 0500"
945103001;"Faltkarton für 1er Magnumflasche, 144x144x425 mm ";"braun, ungebündelt";4250414141097;0.406;0.406;14.6;43.5;15.1;69;;1.5;72;;;14.4;42.5;14.4;4250414141868;;;;;"135KL / 80WS / 90WS / 135WS / 135TL";"2.40bc N1";175;;;;;Stck.;48191000;Fefco0500
945103020;"Stanzzuschnitt für 1 Flasche, 105x105x420mm";"braun, 20 St. gebündelt";4250414112714;0.34;0.34;12;44.4;12;56.4;0.34;7;94.1;1;;10.5;42;10.5;4250414142858;;braun;;;"135 KL / 115 WS / 90 WS / 90 Ws / 135 TL ";"2.40be T9";960;;6.8;;;Stck.;48191000;"Fefco 0500"
945103110;"Faltkarton für 3er Flaschen, 305x108x368mm";"braun, 10 St. gebündelt";4250414105877;0.36;0.36;12;40.4;31.7;42.7;0.36;1.2;60.4;1;;10.8;36.8;30.5;;;braun;;;"135 KL / 80 WS / 90 WS / 135 WS / 135 Tl";"2.40bc N1";600;42.1;3.6;10;60.5;Stck.;48191000;"Fefco 0203"
945106001;"GIN-Verpackung 1er, 95x95x293mm";"braun, max. DM 95mm / max. Höhe 275mm";4250414143060;0.227;0.227;;;;42;;10;85.5;;;;;;4250414144159;;;;;"135 KL braun / 115 WS / 90 WS / 90 WS / 135 TL braun";"2.40be T9";1200;;;;;Stck.;48191000;"Fefco 0500"
945106015;"GIN-Verpackung 3er, 326x115x278mm";"braun, 15 St. geb., max. DM 95mm / max. Höhe 275mm";4250414143077;0.332;0.332;;;;45.5;;17.5;53;;;;;;;;;;;"135 KL braun / 80 WS / 90 WS / 135 WS / 135 TL braun";"2.40bc N1";600;;;;;Stck.;48191000;"Fefco 0203"
945106115;"GIN-Verpackung 6er, 326x226x278mm";"braun, 15 St. geb., max. DM 95mm / max. Höhe 275mm";4250414143084;0.582;0.582;;;;57;;17.5;75;;;;;;;;;;;"135 KL braun / 80 WS / 90 WS / 135 WS / 135 TL braun";"2.40bc N1";300;;;;;Stck.;48191000;"Fefco 0203"
950100100;"Packseide 500x750mm, grau 30g/m²";"zu 25 kg im Beutel verpackt";4250414144166;0;25;;;;50;25;13;75;;;;;0;4250414144173;;;;;;"100% Altpapier";500;;;;;kg;4805910000;
960115110;"Versandhülse quadr., teleskopierbar bis 1400mm";"105x105x440mm, 10 St. geb.";4250414143701;0.13;0.13;10.5;44;10.5;22;1.3;5.5;65.5;20;;;;;4250414143718;;braun;;;"140 KLS / 115 WS / 135 TL";"1.30b KLS N7";950;;;;;Stck.;48191000;
