Artikelnummer;Bezeichnung1;Bezeichnung2;EANNummer;Gewicht;GewichtLME;USER_AABreite;USER_AAHoehe;USER_AATiefe;USER_AFBreite;USER_AFGewicht;USER_AFHoehe;USER_AFLaenge;USER_AFVolumen;USER_AI;USER_AIBreite;USER_AIHoehe;USER_AILaenge;USER_EANNummerVerp;USER_EANNummerVerp2;USER_Farbe;USER_GewVE1;USER_GewVE2;USER_MatZusammensetzung;USER_Material;USER_PHArtikel115Pal;USER_ULBreite;USER_ULGewicht;USER_ULHoehe;USER_ULLaenge;Verkaufsmengeneinheit;Warennummer;FEFCO_Code
227100210;"ARCHIVBOX, 426x326x295mm, braun,";"großes Beschriftungsfeld, VE 10 Stück";4250414106386;0.551;0.58;43;30.5;33;49.2;5.8;8.2;75.8;10;;32.6;29.5;42.6;4250414106393;;;6;;"140 KLS / 115 WS / 135 TL";"1.30b KLS N7";240;;;;;Stck.;48191000;
227100310;"ARCHIVBOX, 414x331x266mm, wiederverschließbar,";"braun, mit Deckel, VE 10 Stück";4250414103521;0.5489;0.562;43.8;28;34.3;48;5.62;12;75;10;;33;26.6;41.3;4250414103538;;;5;;"Boden: 120KL / 80 WS / 90 WS / 80 WS / 115 TL, Deckel: 120 TL / 80 WS / 115 TL";"Boden: 2.30 BE KLS N2, Deckel: 1.20b KLS N2";220;;;;;Stck.;48191000;
227160410;"Archivbox f. Ordner m. Klappdeckel, 504x325x305mm";"wiederverschließbar, Anthrazit, 10 St.";4250414108366;0.7541;1.045;52;33;34;73.5;10.45;9.5;85;10;;32.5;30.5;50.4;4250414108373;;;8;;"135 KLW / 80 WS / 90 WS / 80 WS / 90 TL";"Karton: 2.30be weiß N2 // Trennsteg: 2.30be weiß N2";120;;;;;Stck.;48191000;
227160510;"ARCHIVBOX F. ORDNER M. FRONTKL., 498x295x322mm";"wiederverschließbar, anthrazit, VE 10 Stück";4250414108328;0.6062;0.555;30;33.5;50.5;68;5.55;7;80;10;;29.5;32.2;49.6;4250414108335;;;6;;"135 KLW / 80 WS / 90 WS / 80 WS / 90 TL";"2.30be weiß N2";300;;;;;Stck.;48191000;
227160610;"Archivbox S mit Deckel, 413x330x265mm";"wiederverschließbar, f. Hängemappen, Anthrazit";4250414108342;0.5723;0.628;44;28;34.8;48;6.28;9.5;75;10;;33.1;26.6;41.4;4250414108359;;;6;;"Boden: 135 KLW / 80 WS / 90 WS / 80 WS / 90 TL, Deckel: 135 TLW / 115 WS / 115 TL";"Boden: 2.30be weiß N2 // Deckel: 1.20b weiß Q1";220;;;;;Stck.;48191000;
227160705;"ARCHIV-BOX MIT DECKEL, 440x380x290mm,";"wiederverschließbar, anthrazit, VE 5 Stück,";4250414103606;0.6567;0.741;46.5;30.3;39.5;54;3.705;4.5;83;5;;38;29;44;4250414103613;4250414109332;;3;;"Boden: 135 KLW / 80 WS / 90 WS / 80 WS / 90 TL, Deckel: 135 TLW / 115 WS / 115 TL";"Boden: 2.30be weiß N2 // Deckel: 1.20b weiß Q1";220;;14.82;;;Stck.;48191000;
227160805;"Klappdeckelcontainer, 522x333x268mm,";"wiederverschließbar, anthrazit, VE 5 Stück";4250414108564;0.754;0.68;54.6;27.2;36.8;55.5;3.4;10.5;64.5;5;;33.3;26.8;52.2;4250414108571;;;4;;"135 KLW / 80 WS / 135 TL ";"1.30b weiß N2";100;;;;;Stck.;48191000;
229100820;"Wellpappcontainer mit X-Faltung, 1180x780x765mm";"braun, Boden + Deckel + Ring, VE 1";;5.033;4.65;;;;75.5;;5;121;;;;;;;;;;;"siehe Memo";"siehe Memo";20;;;;;Stck.;48191000;"Fefco0501, Stanzverp"
229101010;"Einkaufskorb, 500x330x260mm ";"braun, 1-fbg. bedruckt, Lose ";4250414142209;0.377;0.377;;;;79.5;;0.25;112;;;;;;;;;;;"135 KL braun / 115 WS / 135 TL braun ";"1.30b N7";450;;;;;Stck.;48191000;
229105002;"Einkaufskorb, 500x330x260mm, 2er Pack";"braun, 1-fbg. bedruckt, 2er ";4250414142209;0.4263;0.32;;;;35;0.64;1.5;112.5;2;;;;;4250414142667;;;1;;"135 KL braun / 115 WS / 135 TL braun ";"1.30b N7";;;;;;Stck.;48191000;
229105010;"Einkaufskorb, 500x330x260mm ";"braun, 1-fbg. bedruckt, VE5 ";4250414142209;0.377;0.32;;;;35;1.6;3.5;112.5;5;;;;;4250414142339;;;2;;"135 KL braun / 115 WS / 135 TL braun ";"1.30b N7";300;;;;;Stck.;48191000;
230110125;"VERSANDTASCHE AUS VOLLPAPPE A5, 167x240x-50mm,";"sk m. Aufreißfaden, weiß, var. Höhe, VE 4x25 Stück";4250414107123;0.0555;0.041;;;;17.7;1.025;6;31.6;25;;24;5;16.7;4250414107130;4250414109882;weiß;1;210;;"450g Duplex (DU) weiß";6000;32;4.1;19.5;32.2;Stck.;48192000;
230110225;"VERSANDTASCHE AUS VOLLPAPPE B5+, 205x262x-50mm";"sk m. Aufreißfaden, weiß, var. Höhe, VE 4x25 St.";4250414107147;0.0705;0.059;;;;22.6;1.475;6;33.5;25;;26.2;5;20.5;4250414107154;4250414109899;weiß;2;230;;"450g Duplex (DU) weiß";4400;23;5.9;24;35;Stck.;48192000;
230110325;"VERSANDTASCHE AUS VOLLPAPPE A4, 235x308x-50mm";"sk m. Aufreißfaden, weiß, var. Höhe, VE 4x25 St.";4250414107178;0.0925;0.073;;;;24;1.825;6.3;38.2;25;;30.8;5;23.5;4250414107185;4250414109905;weiß;2;250;;"450g Duplex (DU) weiß";4000;23.5;7.3;25.5;39.2;Stck.;48192000;
230110425;"VERSANDTASCHE AUS VOLLPAPPE A4+, 237x342x-50mm";"sk m. Aufreißfaden, weiß, var. Höhe, VE 4x25 Stück";4250414103866;0.1025;0.085;;;;23.3;2.125;5.5;41.6;25;;34.2;5;23.7;4250414103873;4250414109936;weiß;3;280;;"450g Duplex (UD2) weiß";2800;23.3;8.5;26.5;43.1;Stck.;48192000;
230110525;"VERSANDTASCHE AUS VOLLPAPPE C4, 255x342x-50mm,";"sk m. Aufreißfaden, weiß, var. Höhe, VE 4x25 Stück";4250414107208;0.1115;0.084;;;;25;2.1;7.5;41.8;25;;34.2;5;25.5;4250414107215;4250414109943;weiß;3;260;;"450g Duplex (DU) weiß";2100;25;8.4;26.5;43.7;Stck.;48192000;
230110625;"VERSANDTASCHE AUS VOLLPAPPE B4, 285x365x-50mm,";"sk m. Aufreißfaden, weiß, var. Höhe, VE 4x25 Stück";4250414107239;0.1315;0.105;;;;29.7;2.625;6.5;44;25;;36.5;5;28.5;4250414107246;4250414109974;weiß;3;280;;"450g Duplex (DU) weiß";2200;25.2;10.5;31.7;47;Stck.;48192000;
230110725;"VERSANDTASCHE AUS VOLLPAPPE A3, 309x447x-50mm,";"sk m. Aufreißfaden, weiß, var. Höhe, VE 4x25 Stück";4250414107260;0.1975;0.164;;;;32;4.1;5.5;52;25;;44.7;5;30.9;4250414107277;4250414109981;weiß;5;310;;"450g Duplex (DU) weiß";1800;28;16.4;33.5;55;Stck.;48192000;
230111025;"CD-MAILER DIN LANG, 218x121mm, Fenster links";"sk m. Aufreißfaden, weiß, VE 4x25 Stück";4250414108892;0.018;0.022;12.3;;22.3;;2.2;;;100;;12.2;;21.8;4250414108212;4250414110512;weiß;2;1710;;250g/m²;14000;13.7;2.2;22;22.5;Stck.;48192000;
230111125;"CD-MAILER DIN LANG, 218x121mm, ohne Fenster";"sk m. Aufreißfaden, weiß, VE 4x25 Stück";4250414106706;0.018;0;12.3;;22.3;;0.45;;;100;;12.1;;21.8;4250414106713;4250414109042;weiß;2;1710;;250g/m²;14000;13.7;0;22;22.5;Stck.;48192000;
231101020;"Versandkarton, 217x172x110mm";"braun, 20 St. geb., 1-wellig ";4250414105532;0.083;0.083;22.2;12;17.7;29.5;1.66;9.5;39.5;20;;17.2;11;21.7;4250414135256;;;;;"120 KLS braun / 80 WS / 115 TL braun ";"1.20b KLS N2 ";1760;;;;;Stck.;48191000;"Fefco 0201"
231101120;"Versandkarton, 304x217x110mm,";"braun, 1-wellig, 20 gebündelt";4250414105556;0.126;0.126;30.9;12;22.2;34;2.52;9.5;53;20;;21.7;11;30.4;4250414135263;;;;;"120 KLS / 80 WS / 115 TL ";"1.20b KLS N2";880;;;;;Stck.;48191000;"Fefco 0201"
231101220;"Versandkarton, 304x217x150mm";"braun, 1-wellig, 20 gebündelt";4250414105570;0.141;0.141;30.9;16;22.2;38;2.82;9.5;53;20;;21.7;15;30.4;4250414135270;;;;;"120 KLS / 80 WS / 115 TL ";"1.20b KLS N2";880;;;;;Stck.;48191000;"Fefco 0201"
231101320;"Versandkarton, 427x304x150mm";"braun, 1-wellig, 20 St. geb.";4250414105594;0.242;0.242;30.9;16;43.2;46.4;4.84;9.5;73.7;20;;30.4;15;42.7;4250414135287;;;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";440;;;;;Stck.;48191000;"Fefco 0201"
231101420;"Versandkarton, 427x304x200mm";"braun, 1-wellig, 20 St. geb. ";4250414105617;0.268;0.268;43.2;21;30.9;51.5;5.36;9.5;74;20;;30.4;20;42.7;4250414135294;;;;;"120 KLS / 80 WS / 115 TL";"1.20b KLS N2";440;;;;;Stck.;48191000;"Fefco 0201"
231101520;"Versandkarton, 427x304x250mm";"braun, 20 St. geb., 1-wellig";4250414105631;0.294;0.294;43.2;26;30.9;56.5;5.88;9;74;20;;30.4;25;42.7;4250414135300;;;;;"120 KLS braun / 80 WS / 115 TL braun ";"1.20b KLS N2";440;;;;;Stck.;48191000;"Fefco 0201"
231101620;"Versandkarton, 500x300x300mm,";"braun, 1-wellig, 20 gebündelt";4250414105655;0.432;0.432;60.5;31;30.5;61;8.64;9.5;80.6;20;;30;30;50;4250414135317;;;;;"140 KLS / 115 WS / 135 TL";"1.30b KLS N7";440;;;;;Stck.;48191000;"Fefco 0201"
231101720;"Versandkarton, 500x400x400mm,";"braun, 1-wellig, 20 gebündelt";4250414105679;0.52;0.52;40.5;41;50.5;81;10.4;9.5;90.6;20;;40;40;50;4250414135324;;;10400;;120gKLS/80gW/115gTL;"1.20b KLS N2";220;;;;;Stck.;48191000;"Fefco 0201"
231102010;"Versandkarton, 217x172x110mm,";"braun, 2-wellig, 10 gebündelt";4250414105716;0.13;0.13;22.5;12.6;18;29.6;1.3;7.5;39.7;10;;17.2;11;21.7;4250414135348;;;1300;;"115 TL / 80 WS / 90 WS / 80 WS / 90 TL";"2.03be N2";1260;;;;;Stck.;48191000;
231102110;"Versandkarton, 304x217x150mm,";"braun, 2-wellig, 10 gebündelt";4250414105730;0.214;0.214;31.2;16.6;22.5;38;2.14;7.5;52.9;10;;21.7;15;30.4;4250414135355;;;;;"115 TL / 80 WS / 90 WS / 80 WS / 90 TL";"2.03be N2";560;;;;;Stck.;48191000;"Fefco 0201"
231102210;"Versandkarton, 427x304x200mm,";"braun, 2-wellig, 10 gebündelt";4250414105754;0.404;0.404;43.5;21.6;31.2;51.8;4.04;7.5;73.9;10;;30.4;20;42.7;4250414135362;;;;;"115 TL / 80 WS / 90 WS / 80 WS / 90 TL";"2.03be N2";300;;;;;Stck.;48191000;
231102310;"Versandkarton, 427x304x250mm,";"braun, 2-wellig, 10 gebündelt";4250414105785;0.443;0.443;43.5;26.6;31.2;56.8;4.43;7.5;73.9;10;;30.4;25;42.7;4250414135379;;;;;"115 TL / 80 WS / 90 WS / 80 WS / 90 TL";"2.03be N2";300;;;;;Stck.;48191000;
231102410;"Versandkarton, 500x300x300mm,";"braun, 2-wellig, 10 gebündelt";4250414105792;0.522;0.522;50.8;31.6;30.8;61.4;5.22;7.5;80.8;10;;30;30;50;4250414135386;;;;;"115 TL / 80 WS / 90 WS / 80 WS / 90 TL";"2.03be N2";300;;;;;Stck.;48191000;
231102510;"Versandkarton, 500x400x400mm";"braun, 2-wellig, 10 gebündelt";4250414105815;0.733;0.733;50.8;41.6;40.8;81.5;7.33;7.5;91;10;;40;40;50;4250414135393;;;;;"115 TL braun / 80 WS / 90 WS / 80 WS / 90 TL braun ";"2.03be N2";140;;;;;Stck.;48191000;"Fefco 0201"
231102610;"Versandkarton, 600x500x500mm";"braun, 2-wellig, 10 St. gebündelt ";4250414105839;1.176;1.176;50.7;51.4;60.7;101.5;11.76;7.5;111;10;;50;50;60;4250414135409;;;;;"115 TL / 80 WS / 90 WS / 80 WS / 90 TL";"2.03be N2";150;;;;;Stck.;48191000;"Fefco 0201"
231110125;"Versandkarton, 195x145x90mm,";"braun, 1-wellig, 25 gebündelt";4250414135041;0.061;0.061;20;10;15;24.5;1.525;11.5;35;25;;14.5;9;19.5;4250414135058;;;;;"120 KLS / 80 WS / 115 TL ";"1.20b KLS N2";2250;;;;;Stck.;48191000;Fefco0201
231110225;"Versandkarton, 295x195x90mm";"braun, 25 St. geb., 1-wellig ";4250414135065;0.104;0.104;30;10;20;29.5;2.6;11.5;50;25;;19.5;9;29.5;4250414135072;;;;;"120 KLS braun / 80 WS / 115 TL braun ";"1.20b KLS N2";900;;;;;Stck.;48191000;"Fefco 0201"
231110325;"Versandkarton, 295x195x140mm";"braun, 1-wellig, 25 St. geb.";4250414135089;0.122;0.122;30;15;20;34.5;3.05;11.5;50;25;;19.5;14;29.5;4250414135096;;;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";900;;;;;Stck.;48191000;"Fefco 0201"
231110425;"Versandkarton, 295x195x190mm,";"braun, 1-wellig, 25 gebündelt";4250414135102;0.14;0.14;30;20;20;39.5;3.5;11.5;50;25;;19.5;19;29.5;4250414135119;;;3500;;"120 KL / 80 WS / 115 TL";"1.20b KLS N2";900;;;;;Stck.;48191000;
231110525;"Versandkarton, 395x295x90mm";"braun, 1-wellig, 25 St. geb.";4250414135126;0.195;0.195;40;10;30;39.5;4.875;11.5;70;25;;29.5;9;39.5;4250414135133;;;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";675;;;;;Stck.;48191000;"Fefco 0201 "
231110625;"Versandkarton, 395x295x140mm,";"braun, 1-wellig, 25 gebündelt";4250414135140;0.219;0.219;40;15;30;44.5;5.475;11.5;70;25;;29.5;14;39.5;4250414135157;;;;;"120 KLS / 80 WS / 115 TL";"1.20b KLS N2";900;;;;;Stck.;48191000;
231110725;"Versandkarton, 395x295x190mm";"braun, 1-wellig, 25 St. geb.";4250414135164;0.243;0.243;40;20;30;49.5;6.075;11.5;70;25;;29.5;19;39.5;4250414135171;;;;;"120 KLS braun / 80 WS / 115 TL braun ";"1.20b KLS N2";450;;;;;Stck.;48191000;"Fefco 0201"
231110825;"Versandkarton, 395x295x290mm,";"braun, 1-wellig, 25 gebündelt";4250414135188;0.29;0.29;40;30;30;59.4;7.25;11.5;69.6;25;;29.5;29;39.5;4250414135195;;;7250;;"120 KLS / 80 WS / 115 TL ";"1.20b KLS N2";450;;;;;Stck.;48191000;
231110925;"Versandkarton, 600x400x200mm";"braun, 1-wellig, 25 St. geb.";4250414135201;0.4;0.431;60.5;20.5;40.5;61;10;11.5;101;25;;40;20;60;4250414135218;;;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";225;;;;;Stck.;48191000;"Fefco 0201"
243113010;"SOFT-FILL, ca. 15 Liter, antistatisch,";"Recyclingfähig, 10 Pck. im UK";4250414101787;0.4561;0.01;;;;;0.01;;;1;;;;;;;;0;;;;60;65.7;0.11;32.7;79.5;Pck.;39239000;
243113200;"SOFT-FILL, ca. 200 liter im Karton,";"antistatisch, Recyclingfähig";4250414141974;1.4227;2.68;;;;;;;;;;;;;;;;;;;;8;;;;;Pck.;39239000;
243120312;"Luftpolsterfolie, 0,4 x 5m ";"transparent, VE 12, 50mµ, 2-lagig";4250414108199;0.092;0.095;12;40;12;;1.14;;;12;;;;;4250414107642;;transparent;;;;;240;40;;20;60;Stck.;39201025;
243120801;"Luftpolsterfolie, 1,0 x 25m ";"transparent, VE1, 50mµ, 2-lagig";4250414107680;1.15;1.15;;100;24;80;1.15;100;120;1;;;;;4250414136727;;transparent;;;;;18;;;;;Stck.;39201025;
243122210;"STRETCHFOLIE 100 mm x 150 m, 10 Rollen im UK";"17 mµ";4250414101237;0.3041;0.325;7;14;7;;3.25;;;10;;;;;4250414107574;;transparent;3;;;;820;21.7;;15;30.4;Stck.;39201024;
243123240;"STRETCHFOLIE 23mµ, 0,10 x 150 m, transparent,";"PE, VE 40 Stück";4250414140175;0.39;0.39;8;14;8;30;15.6;36;41;40;;;;;4250414140182;;transparent;;;;"100% Polyethylen";1200;24.5;;34;55;Stck.;39201024;
244140532;"Handabroller f. Stretchfolie, 400-500mm";"grün, Kunststoff, 32 St.";4250414102012;0.212;0.212;;;;17;0.212;7.5;21;1;;;;;4250414102029;;;;;;;256;37;6.784;38;55;Stck.;84224000;
244160612;"Handabroller f. Stretchfolie, 100mm";"schwarz, Mini-Abroller, Kunststoff, 12 St. ";4250414101732;0.135;0.135;;;;;1.62;;;12;;;;;4250414101749;;;;;;;1440;24.8;1.755;8.8;27;Stck.;84224000;
245100237;"Papierklebeband, 50mm x 50m, Hotmelt ";"braun, ohne Druck, 36 Rollen im UK";4250414144272;0.236;0.236;;;;23.5;;31.5;34.5;;;;;;4250414144289;;;;;;"Hot-Melt Kleber 30g - TCC";1296;;;;;Stck.;48114120;
245101836;"PP Klebeband braun, 50mmx66m, low noise";"6 St. in Folie, 36 St. im UK";4250414116507;0.19;0.173;10.5;5;10.5;20.7;1.14;5;31.3;6;;5;;660;4250414116514;4250414116521;braun;10;6680;50mµ;"Polypropylen, Acrylatkleber";1296;22;6.84;31;32;Stck.;39191015;
245121836;"PP Klebeband transparent, 50mmx66m, low noise";"6 St. in Folie, 36 St. im UK";4250414116538;0.19;0.189;10.5;5;10.5;20;1.14;50;30;6;;5;;660;4250414116545;4250414116552;transparent;;6800;50mµ;"Polypropylen, Acrylatkleber";1296;21;6.84;31;31;Stck.;39191015;
245141236;"PP Signalklebeband ""Vorsicht Glas"" - 3-sprachig";"6St. in Folie, 36St. im UK, 50mm x 66 lfm.";4250414116323;0.18;0.18;10.5;5;10.5;;1.08;;;6;;5;;660;4250414116330;4250414116347;rot/schwarz;;;;"Polypropylen, 48mµ";1296;23;6.48;32;33.5;Stck.;39191015;
245141336;"PP Signalklebeband ""Bruchgefahr"" - 3-sprachig";"6St. in Folie, 36St. im UK, 50mm x 66 lfm.";4250414116354;0.18;0.18;10.5;5;10.5;;1.08;;;6;;5;;660;4250414116361;4250414116378;rot/schwarz;;;;"Polypropylen, 48mµ";1296;22.5;6.48;32.5;32.5;Stck.;39191015;
249190101;"STRETCHFOLIE 100 mm x 150 m, 6 Rol+1 Handabroller";"im Umkarton, 17mµ";4250414144234;1.997;0.276;;;;;0.276;;;1;;;;;4250414107581;;transparent;2;1830;;;135;19.5;;14;29.5;Pck.;39201024;
253101230;"PACKPAPIERROLLE 1,0 x 5 m,";"braun 70 g/m², VE 30 Stück";4250414101299;1.188;0.343;100;;500;;0.343;;;30;;;;;4250414144203;4250414101343;braun;1;;"brauner Testliner 75g";"Papier braun, 70g / m²";450;24;11.05;101.5;24;Stck.;48059100;
253101316;"PACKPAPIERROLLE 1,0 x 10 m,";"braun 70 g/m², VE 16 Stück";4250414100049;1.496;0.685;4.5;100;4.5;;10.96;;;16;;;;;4250414144210;4250414100056;braun;24;;;"Papier braun, 70 g/m²";384;18.2;10.96;101.6;22;Stck.;48059100;
253101701;"PACKPAPIERROLLE 0,50 x 250m";"braun 70 g/m², VE 1 Stück";4250414101442;8.808;8.808;50;;2500;17.5;8.808;50;17.5;1;;50;;2500;;;braun;70;;"brauner Testliner 70g";"Papier braun, 70g / m²";44;;;;;Stck.;48059100;
253101801;"PACKPAPIERROLLE 0,60 x 250m";"braun 70 g/m², VE 1 Stück";4250414100667;10.598;10.598;;;;17.5;10.598;60;17.5;1;;60;;2500;;;braun;80;;"brauner Testliner 70g";"Papier 70g / m²";44;;;;;Stck.;48059100;
253101901;"PACKPAPIERROLLE 0,75 x 250m,";"braun 70 g/m², VE 1 Stück";4250414100643;13.198;13.198;75;;2500;17.5;13.198;75;17.5;1;;;;;;;braun;90;;"brauner Testliner 70g";"Papier braun, 70g / m²";22;;;;;Stck.;48059100;
253102001;"PACKPAPIERROLLE 0,90 x 250m";"braun 70 g/m², VE 1 Stück";4250414100650;15.928;15.928;90;;2500;17.5;15.928;90;17.5;1;;;;;;;braun;120;;"brauner Testliner 70g";"Papier braun, 70g / m²";22;;;;;Stck.;48059100;
253102101;"PACKPAPIERROLLE 1,0 x 250 m,";"braun 70 g/m², VE 1 Stück";4250414100018;17.518;17.518;;;;17.5;17.518;100;17.5;1;;100;;2500;;;braun;150;;"brauner Testliner 70g";"Papier 70g / m²";22;;;;;Stck.;48059100;
253160108;"PACKSEIDE 500x750mm, braun, 2,5kg";"Pack á 2,50kg (ca. 250 Bögen), 8 Pack im UK";4250414144180;5.2239;0.015;;;;;0.015;;;1;;;;;4250414101718;4250414101862;;5;;;"100% Altpapier";96;40.5;0.135;31;51.5;Pck.;48030031;
253401401;"Packpapierrolle, braun, 0,7 x 12m";"70g/m², VE 16";4250414136635;1.2534;0.575;4.5;70;4.5;;9.2;;;16;;;;0;4250414137137;;;20;;;;320;19.5;;71.1;22.7;Stck.;48059100;
264160401;"PACKPAPIER TISCH-ABROLL-HALTER, Breite 900mm";"zum anbringen an Wänden oder Tischen, VE 1 Stück";4250414107116;2.5;2.5;102;35;30;;2.5;;;1;;;;;;;;;;;;45;19.5;;4;106.5;Stck.;82141000;
273160301;"ALLZWECK-DECKE 130 x 200 cm,";"anthrazit, 4-seitig umnäht, 60 Stck. im WPC";4250414139483;0.8;0.8;130;0.2;200;38;0.8;4;54.5;60;;;;;4250414139490;;anthrazit;;;;"280-320 g/m²";120;61.8;48.02;102;80.7;Stck.;63019090;
285100436;"PVC-Klebeband, 50mmx66m";"braun, VE 36";4250414133283;0.225;0.188;11.5;5;11.5;21;1.33;5;31.7;6;;;;;4250414133290;;braun;;8330;;"32mµ Folie / 52mµ Gesamt, Naturkautschukkleber";1296;22;;31.6;32.8;Stck.;39191015;
285120436;"PVC-Klebeband, 50mmx66m";"transparent, VE 36";4250414139124;0.225;0.225;11.5;5;11.5;21;1.35;5;31.2;6;;660;;5;4250414139131;;braun;1350;8830;;"32mµ Folie / 52mµ Gesamt, Naturkautschukkleber";1296;22.3;8.1;31.5;32.2;Stck.;39191019;
290100100;"Spielhaus, 1145x1912mm,";"mit Seitenwänden + Stanzzuschnitten";4250414144760;3.604;2.516;;;;80;;5;120;;;;;;;;;;;"135 KL weiß / 80 WS / 90 WS / 80 WS / 90 TL";"2.30be weiß N2";25;;;;;Stck.;48191000;"FEFCO 0500"
290200202;"Katzenhaus mit Eingang und Fenster, 420x450x400mm,";"braun, bestehend aus Dach + Seitenteil";4250414146382;0.93;0.535;46.5;40.7;50;61.5;;2;100.5;;;45;40;42;;;;;;"120 KLS braun / 80 WS / 90 WS / 80 WS / 115 TL braun";"2.30be KLS N2";50;;;;;Stck.;48191000;Stanzzuschnitt
294110201;"UMREIFUNGSSET, 600m PP-Band+200 PP-Verschluss";"klammern, VE 1 Pack";4250414107628;447.255;2.355;32;25;16;;;;;5;;;;;;;;447;;;;60;25;;16;32.4;Pck.;39202080;
311100120;"Modulbox, 140x101x43mm";"braun, mit SK und Aufreißfaden, VE 20";4250414137656;0.039;0.039;15.5;4.5;10.5;19.5;0.78;7.5;34.5;20;;10.1;4.3;14;4250414138479;;;;;"120 KLS braun / 70 WS / 115 TL braun";"1.20e KLS";3120;;;;;Stck.;48191000;
311100220;"Modulbox, 192x155x43mm, braun,";"mit SK und Aufreißfaden, 20 St. geb.";4250414137663;0.058;0.058;20.5;4.5;15.7;25;1.16;8;39.2;20;;15.5;4.3;19.52;4250414140519;;;;;"120KLS / 70WS / 115TL";"1.20e KLS";2600;;;;;Stck.;48191000;
311100310;"Modulbox, 315x300x120mm, braun,";"mit SK und Aufreißfaden, VE 10";4250414141110;0.223;0.312;;;;54.5;3.12;6.5;84.5;10;;;;;4250414143510;;;;;"140KLS / 80WS / 135TL";"1.30b KLS N2";280;;;;;Stck.;48191000;
311100320;"Modulbox, 192x155x91mm, braun,";"mit SK und Aufreißfaden, VE 20";4250414137670;0.115;0.115;20.5;9.5;16;34.6;2.3;8;58.6;20;;15.5;9.1;19.52;4250414138493;;;;;"120 KLS braun / 70 WS / 115 TL braun";"1.20e KLS";1200;;;;;Stck.;48191000;
311100410;"Modulbox, 340x315x155mm, braun,";"mit SK und Aufreißfaden, VE 10";4250414141127;0.461;0.461;32;16.5;34.5;59.5;4.61;7;101;10;;31.5;15.5;34;4250414143527;;;;;"140KLS / 80WS / 135TL";"1.30b KLS N2";260;;;;;Stck.;48191000;
311100420;"Modulbox, 305x210x91mm, braun,";"mit SK und Aufreißfaden, 20 St. geb.";4250414137687;0.162;0.162;32;9.5;21.5;39.8;3.24;4.5;69.7;20;;21;9.1;30.5;4250414138509;;;;;"120KLS / 70WS / 115TL";"1.20E KLS";960;;;;;Stck.;48191000;
311100510;"Modulbox, 460x315x155mm, braun,";"mit SK und Aufreißfaden, VE 10";4250414141134;0.462;0.462;;;;53.5;4.62;7;113;10;;31.5;15.5;46;4250414143534;;;;;"140KLS / 80WS / 135TL";"1.30b KLS N2";260;;;;;Stck.;48191000;Stanzverp.
311100520;"Modulbox, 305x210x43mm, braun";"mit SK u. Aufreißfaden, 20 St. geb.";4250414145576;0.078;0;21.6;4.5;31.4;30.5;1.56;9;51;20;;21;4.3;30.5;4250414145583;;schwarz;;;"120 KLS braun / 70 WS / 115 TL braun";"1.20e KLS";1920;;;;;Stck.;48191000;Stanzverpackung
311101950;"Universalverpackung, A2, 620x420x50mm";"braun, mit SK und Aufreißfaden, 10 St. geb.";4250414135850;0.376;0.376;43;6.4;68.8;70;3.76;5;103;10;;42;5;62;4250414143466;;braun;;;"120 KLS braun / 80 WS / 115 TL braun ";"1.20b KLS N2 ";250;;;;;Stck.;48191000;
311102010;"Versandtasche für KFZ-Zeichen, 140x590x50mm";"zu 25 gebündelt, mit SK u. Aufreißfaden";4250414140939;0.065;0.065;14.5;5.5;60;14.5;1.625;10;68;25;;14;5;59;4250414140946;;;;;"120KLS / 70WS / 115TL";"1.20e KLS";2500;;;;;Stck.;48191000;
311102020;"KFZ-Verpackung, 522x112x10mm";"braun, 20 St. gebündelt";4250414143220;0.125;0.125;11.8;1.6;57.1;47;2.5;5;62.5;20;;11.2;1;52.2;;;;;;"135 KL braun / 115 WS / 135 TL braun";"1.30b N7";1760;;;;;Stck.;48191000;
311102120;"Versandverpackung für Schallplatten, 330x330x-75mm";"mit SK und Aufreißfaden, 20 St gebündelt, ``LP``";4250414139995;0.1949;0.218;33.3;9.2;36.2;69.5;4.36;5;91.5;20;;33;7.5;33;4250414140007;;;;;"120 KLS / 80 WS / 120 TL";"1.20b KLS N2";880;;;;;Stck.;48191000;
311102150;"Versandverpackung für Schallplatten, 326x326x10mm";"50 St. gebündelt, braun, 12``";4250414143206;0.121;0.121;33;1.6;33;43.5;6.05;11;78.5;50;;32.6;1;32.6;;;;;;"115 Kl braun / 90 WS / 115 TL braun";"1.20b T4";1350;;;;;Stck.;48191000;
311102250;"Versandverpackung für Schallplatten, 185x185x10mm";"50 St. gebündelt, braun, 7``";4250414143190;0.052;0.052;19.1;1.6;19.1;30;2.6;11;50;50;;18.5;1;18.5;;;;;;"115 KL braun / 90 WS / 115 TL braun";"1.20b T4";2700;;;;;Stck.;48191000;
